,Datetime,Text
0,2021-12-31 02:59:12+00:00,"It’s Official: There’s More Oxygen on Mars Than India

https://t.co/2gsp44rjgQ

#indiacovid19 #IndiaNeedsOxygen https://t.co/TbJopuGu0M"
1,2021-12-25 02:52:19+00:00,"Huge Respect for Shahnawaz Shaik🙏

#IndianLivesMatter 
#IndiaNeedsOxygen https://t.co/HMYnQdGour"
2,2021-12-03 06:20:26+00:00,"Get a Glowing Skin with this Diet !!
#kanhaiyalifecare #skincareroutine #savetime #ordermedicine  #Flat20PercentOff #knowfact #IndiaNeedsOxygen #support #doorstep #medicinehomedelivery #callus #whatsappus #supportlocal #gastricproblemcure https://t.co/02wKJd2KW8"
3,2021-12-02 09:47:22+00:00,"It is time you save time and get medicines delivered at your doorstep with our Medicine Delivery at home Services.

#kanhaiyalifecare #buygenuinestaysafe #savetime #ordermedicine  #Flat20PercentOff #knowfact #IndiaNeedsOxygen #support #doorstep #medicinehomedelivery #callus https://t.co/R9d0xvoexE"
4,2021-12-01 06:24:56+00:00,"Know the Fact !!
#kanhaiyalifecare #buygenuinestaysafe #strock #ordermedicine  #Flat20PercentOff #knowfact #IndiaNeedsOxygen #support #doorstep #medicinehomedelivery #callus #whatsappus #supportlocal #gastricproblemcure https://t.co/sSG2y7GXf0"
5,2021-11-26 06:32:12+00:00,"A constitution not only empowers a government but it also empowers the citizens of a country. Warm wishes on Indian Constitution Day to all.

#kanhaiyalifecare #HappyConstitutionDay   #ConstitutionDay  #ordermedicine  #Flat20PercentOff #knowfact #IndiaNeedsOxygen #support https://t.co/kko7eGzuql"
6,2021-11-21 06:31:12+00:00,"Cause of Eye Dark Circle !!

#kanhaiyalifecare #darkcircleremoval  #coppercup #ordermedicine  #Flat20PercentOff #knowfact #IndiaNeedsOxygen #support #doorstep #medicinehomedelivery #callus #whatsappus #supportlocal #gastricproblemcure https://t.co/6j9ufOziXj"
7,2021-11-18 05:02:56+00:00,"Health Benefits of Drinking from Copper Cup !!

#kanhaiyalifecare #ordernow #coppercup #ordermedicine  #Flat20PercentOff #knowfact #IndiaNeedsOxygen #support #doorstep #medicinehomedelivery #callus #whatsappus #supportlocal #gastricproblemcure https://t.co/ejc3ONptYL"
8,2021-11-02 18:41:28+00:00,@SalmanTheKing_ @Ali_bajwa40 @T20WorldCup Maybe that’s why you have none left to feed hungry people in your country lol.  Bro get off of twitter and go give some food to your neighbors lol. You keep changing the topic cause you keep losing every argument you make. Do y’all still need oxygen? #indianeedsoxygen
9,2021-10-31 05:59:15+00:00,"It’s Official: There’s More Oxygen on Mars Than India

https://t.co/2gsp449HSg

#indiacovid19 #IndiaNeedsOxygen https://t.co/UBUARqCPhH"
10,2021-10-22 05:52:47+00:00,"Healthy benefits of Stress Reduction !!

#kanhaiyalifecare #CallTollFree #fact #healthbenefits    #Flat20PercentOff #knowfact #IndiaNeedsOxygen #support #doorstep #medicinehomedelivery #callus #whatsappus #supportlocal #gastricproblem https://t.co/ckAGPcYS21"
11,2021-10-21 18:45:54+00:00,"@strange99463576 @abhisar_sharma @dhruv_rathee Really? lookup the reports from that time. The top trend at that time in Pakistan was #IndiaNeedsOxygen and I'm proud of that. On the contrary, you're one of the many bringing shame to your country's image."
12,2021-10-21 11:53:02+00:00,"@LicypriyaK @Kulwind07 @rihanna @GretaThunberg #IndiaNeedsOxygen
LET INDIA BREATHE.
@yashmarwah 
@cassynaz 
@fffmumbai1 
@GreenStalin"
13,2021-10-15 04:50:42+00:00,"শুভ বিজয়া দশমী !!

#kanhaiyalifecare #CallTollFree #HappyDurgaPuja     #subhavinaya #Flat20PercentOff #knowfact #IndiaNeedsOxygen #support #doorstep #medicinehomedelivery #callus #whatsappus #supportlocal #gastricproblem https://t.co/IJNFE5RhCQ"
14,2021-10-14 05:17:57+00:00,#PMCaresFund #Modi #BJP #NarendraModi #COVID19India #COVIDSecondWaveInIndia #OxygenShortage #OxygenCrisis #IndiaNeedsOxygen #indiacantbreath #MigrantWorkers #migrants https://t.co/K9OONrOSxD
15,2021-10-11 12:45:28+00:00,"For Online Training Enquiry #Mobile / #WhatsApp :+91 86818 84318

Front-end #web #development is the practice of converting #data to a #graphicalinterface, 
#website : https://t.co/PjjVw7CRUa

#chennai  #IndiaNeedsOxygen #sputnikvaccine #workfromhome #WFH #wfhjobs #covidshield https://t.co/k8oyw0JQZF"
16,2021-10-06 04:08:16+00:00,"শুভ মহালয়ার প্রীতি ও শুভেচ্ছা
#kanhaiyalifecare #subhomohaloya #genuinemedicines #homedelivery #COVID19 #knowfact #IndiaNeedsOxygen #support #doorstep #medicinehomedelivery #callus #whatsappus #supportlocal #gastricproblem https://t.co/KfewfI8aeN"
17,2021-09-27 23:25:22+00:00,"#مقاطعة_المنتجات_الهندية
#IndiaNeedsOxygen
#Indian
#IndianMuslimsUnderAttack
#India
اصدقائي الاصنام، بيض الله وجهكم🐸✨

🥚🥚🥚🥚🥚🥚🥚
👕👕👕👕👕👕👕
👖👖👖👖👖👖👖°~°

هل تعلمو !↓

أن الشعب الصيني هو شخص 
واحد فقط 🤕

والبااقي , كلهم نسخ , ولصق  , و مششاركة 😹🔪 &lt;

😂😂 https://t.co/KXrFPbIx2D"
18,2021-09-26 04:29:26+00:00,"Our planet’s alarm is going off, and it is time to wake up and take action. Happy World Environmental Health Day!
Call us on our Toll Free No - 1800 8893 107
#kanhaiyalifecare #CallTollFree #WorldEnvironmentDay  #homedelivery #COVID19 #staysafe #IndiaNeedsOxygen #support https://t.co/0AKS79qR8q"
19,2021-09-22 21:20:32+00:00,"India hate for Pakistan can never be finished wether its politics,sports or anything. Remember pakistan was a country which supported u in covid situation and in Pakistan twitter was trending #indianeedsoxygen  #PakistanCricket #PakistanZindabad"
20,2021-09-22 06:48:21+00:00,"@RahulGandhi @RuchiraC May God heal India..this is so sad😭
#KOT #IStandWithIndia  #PrayForIndia #IndianLivesMatter  #IndiaNeedsOxygen https://t.co/hrabNhP3Wz"
21,2021-09-18 09:50:15+00:00,"#ClimateEmergency #COVID19 
#HumanRights #FarmersProtest 
#Humanity #SaveIndia #Justice #IndiaNeedsOxygen https://t.co/fj2cDze8l5"
22,2021-09-06 00:25:59+00:00,"Today’s Top News: September 06, 2021... 
https://t.co/PPWF5Azg2f
#news #LatestNews #BREAKING #BreakingNews #SportsNews #CoronaPandemic #IndiaNeedsOxygen"
23,2021-09-05 05:01:10+00:00,"It’s Official: There’s More Oxygen on Mars Than India

https://t.co/2gsp44rjgQ

#indiacovid19 #IndiaNeedsOxygen https://t.co/JTwlSSOC2S"
24,2021-09-05 00:38:19+00:00,"Today’s Top News: September 05, 2021... 
https://t.co/Fa5CCS7mh8
#news #LatestNews #BREAKING #BreakingNews #SportsNews #CoronaPandemic #IndiaNeedsOxygen"
25,2021-09-01 00:48:13+00:00,"Today’s Top News: September 01, 2021... 
https://t.co/TFzIlUTC7G
#news #LatestNews #BREAKING #BreakingNews #SportsNews #CoronaPandemic #IndiaNeedsOxygen"
26,2021-08-31 00:24:45+00:00,"Today’s Top News: August 31, 2021... 
https://t.co/WzQxfiKxyy
#news #LatestNews #BREAKING #BreakingNews #SportsNews #CoronaPandemic #IndiaNeedsOxygen"
27,2021-08-27 18:55:38+00:00,@majorgauravarya Chul beta india ab jula de bodies. Phainkna nai ab. Lukri leni he is pese ki aur machis bhi #IndiaNeedsOxygen https://t.co/dMaqE2Kcyp
28,2021-08-18 14:04:40+00:00,"@4Retina @SuhaAlharere We as a nation forced our PM to help india during Covid emergency which BJP rejected. We made #IndiaNeedsOxygen top trend for days just because as a nation we only wants peace &amp; prosperity. But what Indians did when PIA plane crashed in Karachi?
Besides anything study history."
29,2021-08-18 09:55:33+00:00,"@arynewsud Shocking Imran Khan Fail Prediction.
@ImranKhanPTI Listen To Qasim.
♻️ Allah Wanted to Help pakistan  Through Qasim's Dream's.
Muhammad Qasim Dreams

#IndiaNeedsOxygen
#IndianLivesMatter
#jummahmubarak #covidindia
#ImranKhanCancelEXAMS
 https://t.co/DNHXTUPwdA"
30,2021-08-10 09:50:29+00:00,"monkey balancing karke ulta tum bh#rwe log Victims par hi blame karte ho jab wo Radicalization point out karte hai. You libbus deserve every filth you get. because you got no humanity bas agenda hai tumhara.

i will give you a example - yaad hai #IndiaNeedsOxygen trend?"
31,2021-07-29 11:26:31+00:00,"Our new 5L O2 concentrators are specially design for oxygen therapy treatment for Asthma, lung cancer, chronic obstructive pulmonary disease (COPD), the flu, and COVID-19 patients.#indianeedsoxygen #pakistancovid #indonesia #nhsuk #oxygenconcentrator  #hospitalequipment #Malaysia https://t.co/2hc2PPnM0C"
32,2021-07-28 17:03:19+00:00,"मुझे बदनाम करने के लिए लोग नदियों में लाशें बनकर तैर रहे थे...!!

#ModiMadeDisaster 
#modihataodeshbachao 
#IndiaNeedsOxygen 
#CoronaSecondWaveInIndia https://t.co/f5prVc2MhO"
33,2021-07-24 12:50:21+00:00,"#monsoonsession #july #covid19 #pandemic #parliament #democracy #parliamentarydebate #farmersprotest #kisansansad #adjournment #oxygencrisis #indianeedsoxygen #loksabha #rajyasabha #pegasussnoopgate
4/4 https://t.co/cAyRRHjD7P"
34,2021-07-21 15:20:16+00:00,"Center states no death due to lack of oxygen but 629+ died gasping for O2. Why did hospitals move high court  for oxygen? Because people dying for lack of O2. worst tragedy since the partition of India.
#BJPLiesIndiaCries 
#COVID19India #IndiaNeedsOxygen

https://t.co/pJlZmWIkb9"
35,2021-07-21 08:23:40+00:00,"#ZeePolls : “இந்தியாவில் கொரோனா இரண்டாம் அலையின் போது ஆக்சிஜன் தட்டுப்பாட்டால் இந்தியாவில் ஒருவர்கூட உயிரிழக்கவில்லை” - மத்திய அரசு. 

உங்கள் கருத்து என்ன? 

#CoronaSecondWave | #IndiaNeedsOxygen | #UnionGovt | #ZeeNewsTamil https://t.co/9mQjthekFb"
36,2021-07-16 08:48:10+00:00,"#COVID19 #IndiaFightsCOVID19 #IndiaNeedsOxygen #Zomato 

India is battling the second wave of COVID-19. Your support can help provide hospitals &amp; covid patients with oxygen &amp; save many lives. Please help.

@zomato @zomatoin @FeedingIndia @deepigoyal"
37,2021-07-06 05:59:24+00:00,"It’s Official: There’s More Oxygen on Mars Than India

https://t.co/2gsp44rjgQ

#indiacovid19 #IndiaNeedsOxygen https://t.co/DJyalTHi7l"
38,2021-07-05 17:02:39+00:00,"At the end of April, as India struggled with a ferocious second wave of Covid-19, citizens on either side of the border shelved their barbs in favour of supportive hashtags like #IndiaNeedsOxygen and #PakistanStandsWithIndia.
https://t.co/XjSHMYlLd5"
39,2021-07-04 17:00:17+00:00,Ppl get ready for #ResignModi  #indianeedsoxygen #modifailsindia 3.0🙄 https://t.co/fPKHIv7IcA
40,2021-07-02 19:06:34+00:00,"If Selected PM @imrankhanpti can congratulate @narendramodi on winning the elections, If Pakistani people can start a trend #indianeedsoxygen,if someone says he is ready to give Edhi Ambulances then why cant we ask modi for help so that our PM wake up.Alot of futures are at stake"
41,2021-07-02 17:45:54+00:00,Please Indian people please hamare liye awaz uthaye agar hum #indianeedsoxygen chaala sakte hain tou ap bhi please #pakstudentsneedsindianhelp please 🙏 #ModiJiHelpPakStudents @ImranKhanPTI @narendramodi @PMOIndia #ImranKhanStudentsKiSunLo @rashtrapatibhvn @IndiaToday
42,2021-07-02 17:15:23+00:00,"If Selected @imrankhanpti can congratulate @narendramodi on winning the elections, If Pakistani people can start a trend #indianeedsoxygen,then why cant we ask modi for help so that our PM wake up just by name of modi. #ImranKhanStudentsKiSunLo
#ModiJiHelpPakStudents"
43,2021-07-02 17:14:37+00:00,@MariaTweetsss @MariaTweetsss YuP u Said well Really appreciated but let me tell u who used The hash tag #indianeedsoxygen and who congratulatd Indian Modi For becming Pm.The answr is exctly Yes v Pakis Used it.Thn hw u can say that.I lv Pak I Lv ths soil Nd i wil sacrfis myslf Fr ths soil🇵🇰
